Name,Address,Phone,Website,Email(s),Owner/Manager,Rating,Reviews,Google Maps URL
Lost & Found,"160 W Gray St, Houston, TX 77019",(832) 649-3050,https://www.lostandfoundmidtown.com/,,,4.8,0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ2-wQSJe_QIYREbxcKabmW9Q
Jethro's,"95 Tuam St Suite 102, Houston, TX 77006",(346) 320-3910,http://www.jethroshouston.com/,,,4.8,0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJyeWbBrC_QIYRK0-JL1Ri_S8
The Dogwood,"2403 Bagby St, Houston, TX 77006",(281) 501-9075,http://www.thedogwoodmidtown.com/,cassdogwood@gmail.com,,3.9,0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJc1rC_0G_QIYRwKyC5sLoLXI
Komodos,"2004 Baldwin St, Houston, TX 77002",(713) 655-1501,,,,4.3,0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJpT8MbkG_QIYRySqn3fQiRGU
77 Degrees,"2416 Brazos St STE 200, Houston, TX 77006",(713) 882-1116,http://www.77-degrees.com/,"kendal@77-degrees.com, info@77-degrees.com",,4,0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJRdXtbtS_QIYRz_pcD1mh_uE
Reset,"606 Dennis St Ste 200, Houston, TX 77006",(832) 281-9991,http://www.resethtx.com/,info@resethtx.com,,4.5,0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ3cbN5vu_QIYRYiq6ViXz0Ew
The Lymbar,"4201 Main St Suite 100, Houston, TX 77002",(346) 594-8868,http://www.lymbar.com/,,,4.5,0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJH1S_jHC_QIYR0DXwKvIYxvk
Cecil's Pub,"2405 Genesee St, Houston, TX 77006",(713) 527-9101,,,,4.5,0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJN7G3Hly_QIYR6AJvK1Z1DK4
Midtown Bar & Grill,"415 W Gray St, Houston, TX 77019",(713) 528-2887,https://midtownbandg.com/,,,4.3,0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ_56wQVy_QIYROUvbQxFi5X0
Christian's Tailgate Bar & Grill,"2000 Bagby St #105/106, Houston, TX 77002",(713) 527-0261,http://www.christianstailgate.com/,info@christianstailgate.com,,4.2,0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJeQffC0G_QIYRBB8gXXJXyuQ
Pitch 25,"2120 Walker St, Houston, TX 77003",(713) 814-8157,http://pitch25.com/,"info@pitch25.com, p25@pitch25.com, events@pitch25.com",,4.5,0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJnVDnNCC_QIYRBtecKlQmv70
Second Draught,"4201 Main St Suite 130, Houston, TX 77002",(713) 485-4221,http://www.seconddraughthtx.com/,beer@seconddraughthtx.com,,4.8,0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJrdcyOLO_QIYRYrmEHAabsO8
Flying Saucer Draught Emporium,"705 Main St, Houston, TX 77002",(713) 228-9472,http://www.beerknurd.com/locations/houston-flying-saucer,"amity@amitythomas.com, %20sponsorship@anotherplanet.com, %20amity@amitythomas.com, sponsorship@anotherplanet.com",,4.5,0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJnZ2b0Dq_QIYRD_Cn_lhWq8c
Boheme,"307 Fairview St, Houston, TX 77006",(832) 462-7455,https://www.barboheme.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,,,4.3,2770,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJt3nonWe_QIYRqe-SjPkbxgo
